ota_hotel_id,name,rooms_num,free_rooms_amount,max_capacity,available_rooms_percent,date,min_price
tajga_hotel,Отель Тайга,44,30,65,68.18,2026-03-02,2730.00
grand_baikal,Отель Гранд Байкал,64,7,14,10.94,2026-03-02,10682.00
vera_baikal,Отель Вера Байкал,38,28,56,73.68,2026-03-02,8835.00
victory_hotel_4,Гостиница Виктория,30,10,20,33.33,2026-03-02,4800.00
hotel_nuur_hotel,Отель Nuur Hotel,28,1,2,3.57,2026-03-02,16000.00
beliy_sobol_parkhotel,Парк-отель Белый Соболь,32,13,31,40.62,2026-03-02,11200.00
irkutsk_city_center,Отель Иркутск Сити Центр,206,44,88,21.36,2026-03-02,11000.00
miniotel_good_hotel,Мини-Отель Good Hotel,6,4,9,66.67,2026-03-02,2400.00
podlemorie_hotel,Отель Подлеморье,14,4,9,28.57,2026-03-02,6800.00
empire_hotel_3,Гостиница Империя,49,4,7,8.16,2026-03-02,6000.00
azimut_aeroport_irkutsk_hotel,AZIMUT Отель Аэропорт Иркутск 4*,100,11,18,11.0,2026-03-02,8850.00
mayak_hotel_listvyanka,Отель Маяк,54,43,80,79.63,2026-03-02,7000.00
lada_8,Отель Гостиница ЛАДА,22,2,6,9.09,2026-03-02,8400.00
gostevoy_dom_sunrise,Sunrise,0,1,3,0.0,2026-03-02,14348.00
hotel_nikola_2,Отель Никола,27,28,56,103.7,2026-03-02,6558.00
guest_house_baykaliya,Байкалия,0,2,6,0.0,2026-03-02,7916.00
klubnyij_kvartal_apartments,Клубный Квартал,67,3,3,4.48,2026-03-02,4000.00
kheyvitsa_guest_house,Отель Гостевой Дом Хейвица,8,1,2,12.5,2026-03-02,6000.00
otel_irkut,Отель Иркут,30,15,30,50.0,2026-03-02,3500.00
sobolinka_parkhotel_2,Парк-отель Соболинка,38,2,4,5.26,2026-03-02,8704.00
gostinitsa_ustilim,Усть-Илим,80,7,9,8.75,2026-03-02,1801.00
hotel_premium_hotel_pushkin,Премиум-отель Пушкин,46,27,54,58.7,2026-03-02,18000.00
matreshka_hotel,Отель Матрешка,35,7,9,20.0,2026-03-02,4425.00
arena_g_irkutsk,Отель Арена Иркутск,15,16,32,106.67,2026-03-02,2401.00
minihotel_panda,Отель ДиаДэй,9,2,4,22.22,2026-03-02,2880.00
bajkal_hotel,Отель Байкал,72,25,48,34.72,2026-03-02,15000.00
north_star_hotel_9,Отель North Star,12,4,12,33.33,2026-03-02,9800.00
inn_business_hall,Отель Business Hall,18,6,12,33.33,2026-03-02,4420.00
7_dorog,Гостиница 7 дорог,19,7,14,36.84,2026-03-02,6190.00
ibis_irkutsk_center,Отель Ибис Иркутск Центр,128,9,18,7.03,2026-03-02,9250.00
