merged_id,city,name,address,ostrovok_rooms_number,tvil_rooms_number,ostrovok_free_rooms,tvil_free_rooms,min_free_rooms,avg_free_rooms,max_free_rooms,ostrovok_free_rooms_pct,tvil_free_rooms_pct,avg_free_rooms_pct,ostrovok_occupancy_pct,tvil_occupancy_pct,avg_occupancy_pct,ostrovok_capacity,tvil_capacity,avg_capacity
1,Иркутск,Гостиничный Комплекс Русь,"улица Свердлова, д.19, Иркутск",56,56,1,1,1,1.00,1,1,1,1.79,98.21,98.21,98.21,2,3,2.50
2,Иркутск,Отель Доходный дом Листратовой,"Подгорная улица, д.16, Иркутск",15,15,4,3,3,3.50,4,26,20,23.34,73.33,80.0,76.66,9,7,8.00
3,Иркутск,Отель Яковлевъ,"улица Тимирязева, д.9, Иркутск",25,25,7,3,3,5.00,7,28,12,20.00,72.0,88.0,80.00,14,6,10.00
4,Иркутск,Отель Nuur Hotel,"улица Карла Либкнехта, д. 85, Иркутск",28,28,12,8,8,10.00,12,42,28,35.72,57.14,71.43,64.28,24,24,24.00
5,Иркутск,Отель Иркут,"улица Пролетарская, д.7, Иркутск",30,30,17,8,8,12.50,17,56,26,41.67,43.33,73.33,58.33,32,15,23.50
6,Иркутск,Ангара Отель,"улица Сухэ-Батора, д.7, Иркутск",300,300,29,12,12,20.50,29,9,4,6.83,90.33,96.0,93.16,54,21,37.50
7,Иркутск,Гостиница 7 дорог,"улица Ядринцева, д. 88, Иркутск",19,19,10,8,8,9.00,10,52,42,47.37,47.37,57.89,52.63,22,29,25.50
8,Иркутск,Отель Матрешка,"Улица Софьи Перовской, д.31/1, Иркутск",35,35,20,9,9,14.50,20,57,25,41.42,42.86,74.28999999999999,58.57,38,19,28.50
9,Иркутск,Отель Амурский,"улица Ленина, д.34, Иркутск",17,17,14,10,10,12.00,14,82,58,70.58,17.650000000000006,41.18,29.42,30,22,26.00
10,Иркутск,Отель Азия-Европа,"улица Ядринцева, 1/7, Иркутск",19,19,10,18,10,14.00,18,52,94,73.69,47.37,5.260000000000005,26.32,20,36,28.00
11,Иркутск,Отель Аристократ,"улица Ленина, д.9, Иркутск",12,12,3,1,1,2.00,3,25,8,16.66,75.0,91.67,83.34,5,3,4.00
12,Иркутск,Отель Михаил Строгов,"улица Депутатская, д. 36, Иркутск",20,21,,0,0,0.00,0,,0,0.00,,100.0,100.00,,0,0.00
13,Листвянка,Отель Маяк,"улица Горького, дом 85а, Листвянка",54,75,42,8,8,25.00,42,77,10,44.23,22.22,89.33,55.77,76,15,45.50
14,Иркутск,Отель Baikal Forest,"улица Советская, д.58/1, Иркутск",156,76,39,4,4,21.50,39,25,5,15.13,75.0,94.74,84.87,95,10,52.50
15,Иркутск,Отель Купеческий Дворъ,"улица Седова, д.10, Иркутск",14,14,7,5,5,6.00,7,50,35,42.86,50.0,64.28999999999999,57.14,14,16,15.00
16,Хужир,Baikal View Hotel,"улица Российская, д. 17, Хужир",99,99,76,2,2,39.00,76,76,2,39.39,23.230000000000004,97.98,60.61,156,4,80.00
17,Хужир,Отель Байкал-Хан Ольхон,"улица Ворошилова, д. 18, Хужир",40,37,32,8,8,20.00,32,80,21,50.81,20.0,78.38,49.19,65,18,41.50
18,Иркутск,Отель Armat,"улица Ширямова, д.33, Иркутск",40,40,51,0,0,25.50,51,127,0,63.75,-27.5,100.0,36.25,103,0,51.50
19,Иркутск,Гостиница Атлас,"проезд Атласова, д.9, Иркутск",29,28,5,5,5,5.00,5,17,17,17.55,82.76,82.14,82.45,12,13,12.50
20,Иркутск,Отель на Звездинской,"Улица Звездинская, д. 5/1, Иркутск",25,30,35,5,5,20.00,35,140,16,78.34,-40.0,83.33,21.66,75,9,42.00
21,Иркутск,Гостиница Лазурный берег,"Байкальская улица, д. 252Б, Иркутск",65,66,,0,0,0.00,0,,0,0.00,,100.0,100.00,,0,0.00
22,Хужир,Отель Байкальский лес (BaikalWood Hotel&SPA),"улица Светлая, д.5, Хужир",44,29,0,5,0,2.50,5,0,17,8.62,100.0,82.76,91.38,0,10,5.00
23,Иркутск,Гостиница Юбилейная,"микрорайон Юбилейный, д. 118, Иркутск",23,23,9,3,3,6.00,9,39,13,26.09,60.87,86.96000000000001,73.92,18,6,12.00
24,Иркутск,Отель Байкал - Северное Море,"Улица Дальневосточная, д.156, Иркутск",119,120,87,11,11,49.00,87,73,9,41.14,26.89,90.83,58.86,154,25,89.50
25,Листвянка,Отель Даурия,"улица Куликова, д.44, Листвянка",4,15,1,4,1,2.50,4,25,26,25.84,75.0,73.33,74.16,1,10,5.50
26,Ангарск,Отель Ангара-Приоритет,"Квартал Б, д.13, Ангарск",31,31,13,14,13,13.50,14,41,45,43.55,58.06,54.84,56.45,25,28,26.50
27,Хужир,Семейный отель Дача БайкалЭко,"улица Лесная, д. 32, Хужир",10,10,0,4,0,2.00,4,0,40,20.00,100.0,60.0,80.00,0,8,4.00
28,Нижнеудинск,Октябрьская,"улица Октябрьская, д.1 Б, Нижнеудинск",,5,7,3,3,5.00,7,0,60,30.00,100.0,40.0,70.00,12,5,8.50
29,Иркутск,Отель Тайга,"улица Сурикова, д.4в, Иркутск",44,44,2,0,0,1.00,2,4,0,2.27,95.45,100.0,97.72,4,0,2.00
30,Братск,Клубный Квартал,"бульвар Победы, д.30, Братск",67,48,,0,0,0.00,0,,0,0.00,,100.0,100.00,,0,0.00
31,Иркутск,Отель North Star,"улица Седова, 4, Иркутск",12,12,,0,0,0.00,0,,0,0.00,,100.0,100.00,,0,0.00
32,Иркутск,Отель Байкал Бизнес Центр,"улица Байкальская, д.279, Иркутск",59,59,,,,,,,,,,,,,,
33,Иркутск,Гостиница Альпари,"микрорайон Приморский, д.24 А, Иркутск",10,10,8,4,4,6.00,8,80,40,60.00,20.0,60.0,40.00,16,10,13.00
34,Черемхово,Shelest,"улица Марата, д. 109, Черемхово",,8,1,0,0,0.50,1,0,0,0.00,100.0,100.0,100.00,2,0,1.00
35,Байкальск,Отель Космос,"Гагарина микрорайон, 2а, Байкальск",16,16,6,12,6,9.00,12,37,75,56.25,62.5,25.0,43.75,11,42,26.50
36,Байкальск,Парк-отель Соболинка,"квартал Красный Ключ, д.90, Байкальск",38,33,2,2,2,2.00,2,5,6,5.66,94.74,93.94,94.34,3,4,3.50
37,Бурдугуз,Парк-Отель Бурдугуз,"улица Лесная, д.1, Бурдугуз",69,69,14,5,5,9.50,14,20,7,13.77,79.71000000000001,92.75,86.23,28,15,21.50
38,Листвянка,Отель Подлеморье,"улица Горького, д.31Б, Листвянка",14,14,4,4,4,4.00,4,28,28,28.57,71.43,71.43,71.43,9,9,9.00
39,Иркутск,Отель Лотос,"Байкальская улица, д.14 Б, Иркутск",23,21,15,9,9,12.00,15,65,42,54.04,34.78,57.14,45.96,31,21,26.00
40,Иркутск,Отель Звезда,"улица Ядринцева, д. 1Ж, Иркутск",65,64,4,5,4,4.50,5,6,7,6.98,93.85,92.19,93.02,8,12,10.00
41,Братск,Отель Белый берег,"ул. Курчатова 65, Братск, Братск",5,5,5,4,4,4.50,5,100,80,90.00,0.0,20.0,10.00,12,16,14.00
42,Байкальск,Отель Гранд Байкал,"мкр. Красный Ключ, 91, Байкальск",64,64,0,3,0,1.50,3,0,4,2.35,100.0,95.31,97.66,0,9,4.50
43,Иркутск,Гостиница У Истока,"Ржанова ул., д. 43, Иркутск",24,24,,,,,,,,,,,,,,
44,Сарма,Парк-Отель Алтан,"тер. база отдыха Алтан, стр. 1, Сарма",21,21,0,5,0,2.50,5,0,23,11.90,100.0,76.19,88.09,0,16,8.00
45,Иркутск,Гостиница Виктория,"улица Богдана Хмельницкого, д.1 Иркутск, Россия, Иркутск",30,,14,,14,14.00,14,46,,46.67,53.33,,53.33,28,,28.00
46,Листвянка,Отель Вера Байкал,"улица Горького, 8, Листвянка",38,,46,,46,46.00,46,121,,121.05,-21.049999999999997,,-21.05,92,,92.00
47,Иркутск,Отель Ибис Иркутск Центр,"улица Полины Осипенко, дом 5, Иркутск",128,,,,,,,,,,,,,,,
48,Хужир,Ольхон стори,"улица Народная, д.19, Хужир",6,,4,,4,4.00,4,66,,66.67,33.33,,33.33,6,,6.00
49,Иркутск,Квартира в центре Иркутска,"улица Российская, д. 14А, Иркутск",,,,,,,,,,,,,,,,
50,Иркутск,Отель Европа,"улица Байкальская, д.69, Иркутск",58,,,,,,,,,,,,,,,
51,Иркутск,Отель Иркутск Сити Центр,"ул. Чкалова, д. 15, Иркутск",206,,17,,17,17.00,17,8,,8.25,91.75,,91.75,34,,34.00
52,Иркутск,Гостиница Империя,"ул. Польских Повстанцев, 1Б, Иркутск",49,,7,,7,7.00,7,14,,14.29,85.71000000000001,,85.71,14,,14.00
53,Иркутск,Мини-Отель Good Hotel,"ул Сибирская, стр. 21/2, помещ. 1, Иркутск",6,,,,,,,,,,,,,,,
54,Хужир,Sunrise,"Первомайская улица, 25А, Хужир",,,1,,1,1.00,1,0,,0.00,100.0,,100.00,3,,3.00
